tree_type,age,average_height,dbh,trees_per_ha,basal_area
coniferous,80.0,17.090517552497893,24.2932261123822,1136.0,52.68492961202738
coniferous,90.0,19.501894344273143,26.882885175048298,974.0,55.29185581380628
coniferous,100.0,21.829051527217995,29.58697824232187,830.0,57.112021735176135
coniferous,110.0,24.058726706840087,32.32885987115752,711.0,58.38870912855695
coniferous,120.0,26.184260402069004,35.0284919875666,615.0,59.31037802274235
coniferous,130.0,28.20280562210913,37.61752075922717,540.0,60.03161301200306
coniferous,140.0,30.11404459399342,40.04392561291368,481.0,60.67716787398053
coniferous,150.0,31.91955433994187,42.27141992841216,437.0,61.34214187696518
coniferous,160.0,33.622398606466284,44.27671854646535,403.0,62.09349847135976
coniferous,170.0,35.22678947484519,46.046374510619344,378.0,62.97342594939197
coniferous,180.0,36.73778021755908,47.57397620967826,360.0,64.00355695224869
coniferous,190.0,38.16099012307532,48.85796943022681,347.0,65.1891074080059
coniferous,200.0,39.50236831752908,49.900106084717,340.0,66.52243309147504
coniferous,30.0,5.3083613578523,10.502068207500288,2881.0,24.95969094078461
coniferous,40.0,7.87689905766045,14.57704249647881,1890.0,31.54409457834658
coniferous,50.0,10.44807001955094,17.560220642801397,1658.0,40.16049555395687
coniferous,60.0,13.110221314467951,20.0864661695318,1483.0,46.995483787467805
coniferous,70.0,15.798351216390442,22.620289695823946,1287.0,51.74188572227845
coniferous,80.0,18.443985428372947,25.341994365156346,1090.0,54.97932946631409
coniferous,90.0,21.006002288006403,28.24410502996532,912.0,57.19319893996855
coniferous,100.0,23.46306392670493,31.23806817566189,765.0,58.703405768366856
coniferous,110.0,25.80439732839205,34.2173114181846,649.0,59.74822109645461
coniferous,120.0,28.024855175341912,37.08687308885592,560.0,60.52570867497791
coniferous,130.0,30.122823138584344,39.77367859423535,492.0,61.19953604196247
coniferous,140.0,32.09933000276577,42.22691484001683,441.0,61.895802871262624
coniferous,150.0,33.957525360311536,44.41427129954897,404.0,62.7026315068018
coniferous,160.0,35.70223156543561,46.317236521441664,377.0,63.67382873042425
coniferous,170.0,37.339513005696986,47.92692653419051,359.0,64.83459606894345
coniferous,180.0,38.87627703982834,49.24092521063955,347.0,66.18737266625683
coniferous,30.0,5.693692850010162,11.088596408340727,2805.0,27.091930420815014
coniferous,40.0,8.414685151961923,15.059359038748974,1965.0,35.00834308197121
coniferous,50.0,11.203487965717326,17.97866614501199,1717.0,43.59052142502438
coniferous,60.0,14.082045242204416,20.6079605223972,1494.0,49.84789958892376
coniferous,70.0,16.959524175834748,23.387188673136613,1258.0,54.05238505703123
coniferous,80.0,19.76713063853913,26.41966093884172,1037.0,56.88102537652689
coniferous,90.0,22.468457261248183,29.63116726121689,852.0,58.778162905296135
coniferous,100.0,25.045462124675247,32.88911164039345,706.0,60.044387653355486
coniferous,110.0,27.489077492691077,36.063079967327965,596.0,60.92822548074472
coniferous,120.0,29.795290640025215,39.048821309076274,514.0,61.643590206195306
coniferous,130.0,31.96374273031239,41.77276367202749,455.0,62.360998379884
coniferous,140.0,33.99707180494494,44.18783294766397,412.0,63.20155156162465
coniferous,150.0,35.90035519796009,46.26677205991293,382.0,64.23914449908389
coniferous,160.0,37.680529137018,47.99594821405793,362.0,65.50751834250421
coniferous,170.0,39.34582117253922,49.37068219517335,350.0,67.00831748907396
coniferous,30.0,6.060118144516223,11.57277276320261,2798.0,29.43590864487243
coniferous,40.0,8.951722194610612,15.42277505017677,2049.0,38.27910854091184
coniferous,50.0,11.959278018663197,18.316910925565725,1766.0,46.55342354686566
coniferous,60.0,15.042705167269588,21.104019192742765,1493.0,52.23067863754861
coniferous,70.0,18.095819772100032,24.16415597294679,1220.0,55.98819354709638
coniferous,80.0,21.053512928315143,27.51536758162337,983.0,58.49107413239219
coniferous,90.0,23.884074948953725,31.01942960161458,795.0,60.13391283481986
coniferous,100.0,26.57182080933061,34.505442180037726,654.0,61.21704663010977
coniferous,110.0,29.108776375577357,37.82522097883638,551.0,62.0112768793056
coniferous,120.0,31.4919660032916,40.87014325333321,478.0,62.74667570783294
coniferous,130.0,33.722535603620734,43.5692167465041,426.0,63.5942407228851
coniferous,140.0,35.805131100491245,45.88043411401237,391.0,64.66178314757865
coniferous,150.0,37.74717450897384,47.78170809799338,368.0,66.0008225522329
coniferous,160.0,39.55808700771316,49.26383500294855,354.0,67.61716228999741
coniferous,30.0,6.410700459892091,11.957384028064965,2837.0,31.861572895370045
coniferous,40.0,9.48461078654145,15.683746844142544,2135.0,41.24969286771967
coniferous,50.0,12.705122854430606,18.595967645562,1806.0,49.058689759209166
coniferous,60.0,15.979246768292992,21.58402779631085,1481.0,54.22015597066781
coniferous,70.0,19.194180799360645,24.943910236333043,1179.0,57.62808665061797
coniferous,80.0,22.29046290253176,28.606670294434984,931.0,59.874308326737214
coniferous,90.0,25.240291517284604,32.37489658735947,744.0,61.31767878035343
coniferous,100.0,28.0294141095447,36.04567032533339,610.0,62.2779851778553
coniferous,110.0,30.65060418335817,39.45874720265952,515.0,63.05410477591465
coniferous,120.0,33.10207229057573,42.50502804657822,450.0,63.887385914765765
coniferous,130.0,35.38686533613772,45.1179266617506,406.0,64.94044406358493
coniferous,140.0,37.51209216025818,47.26076591747538,377.0,66.29859040502606
coniferous,150.0,39.48793611108326,48.91611432102919,361.0,67.98203005793614
coniferous,30.0,6.751339338250844,12.25205116498542,2908.0,34.28503362791792
coniferous,40.0,10.014996905681064,15.862271707134695,2221.0,43.89185760019309
coniferous,50.0,13.440219538146502,18.834887762742383,1836.0,51.17221130465505
coniferous,60.0,16.891841648051766,22.056605209264305,1463.0,55.90834533275181
coniferous,70.0,20.25692336078905,25.724340446768743,1136.0,59.049975907913065
coniferous,80.0,23.482188467590472,29.683477296915356,882.0,61.09363157916683
coniferous,90.0,26.542674176172007,33.68269054195727,700.0,62.38621351230758
coniferous,100.0,29.4248454629846,37.49303804237632,573.0,63.28236343488632
coniferous,110.0,32.1221595301816,40.94706083616149,486.0,64.10886524918884
coniferous,120.0,34.63436201688351,43.93789340325922,429.0,65.1099993758846
coniferous,130.0,36.96689924789038,46.40409906256407,392.0,66.42972160981849
coniferous,140.0,39.12983485500816,48.31392829618368,371.0,68.12060537131504
coniferous,30.0,7.081976153001456,12.463373655956328,3000.0,36.60857638654316
coniferous,40.0,10.536692451301956,15.97397573197041,2303.0,46.1737618513737
coniferous,50.0,14.154673903711762,19.044195120285178,1858.0,52.937106664897584
coniferous,60.0,17.76981134779141,22.519573964587224,1439.0,57.34794798219638
coniferous,70.0,21.273405684946304,26.4911142659572,1093.0,60.29338213644201
coniferous,80.0,24.617932726664584,30.722398901789376,838.0,62.18036278157121
coniferous,90.0,27.78016186673126,34.91415220978837,661.0,63.369232946027545
coniferous,100.0,30.74681960228539,38.81718062384253,542.0,64.25840853510877
coniferous,110.0,33.512211997808684,42.26071232696587,464.0,65.19727857238358
coniferous,120.0,36.07808232162663,45.1416679258537,415.0,66.4225885298343
coniferous,130.0,38.45279441894635,47.4036349532866,385.0,68.04861660751237
coniferous,30.0,7.405981268034769,12.60244773856648,3109.0,38.78528692816896
coniferous,40.0,11.050305039610327,16.034402752076318,2383.0,48.120888171825456
coniferous,50.0,14.84918328435674,19.23343998868757,1873.0,54.42149215935438
coniferous,60.0,18.615700597572182,22.974399984710743,1413.0,58.59874052464766
coniferous,70.0,22.2480314982688,27.24002021766547,1053.0,61.402660203645006
coniferous,80.0,25.70349075193689,31.716415583734623,799.0,63.1713387867217
coniferous,90.0,28.959630159634013,36.062016251640415,629.0,64.30077482405915
coniferous,100.0,32.003247197139984,40.01236838253602,518.0,65.23615512896954
coniferous,110.0,34.82984181797497,43.39619893307719,448.0,66.34084859752734
coniferous,120.0,37.44369583013055,46.114824466141,406.0,67.83236804866408
coniferous,30.0,7.7210654402358045,12.678411179091956,3228.0,40.75494362216747
coniferous,40.0,11.548878866739994,16.055509886959445,2456.0,49.74351791751274
coniferous,50.0,15.514946651139155,19.40622972944572,1881.0,55.66380865515778
coniferous,60.0,19.420375076811982,23.41445825407424,1386.0,59.6887797039251
coniferous,70.0,23.17142774511412,27.956506243666308,1016.0,62.395296684990186
coniferous,80.0,26.72909224202336,32.64643724635449,765.0,64.0805277737376
coniferous,90.0,30.070967817978588,37.10616462811406,602.0,65.19256559554232
coniferous,100.0,33.183957587151745,41.06028356208214,500.0,66.22078786887133
coniferous,110.0,36.0652017081689,44.33882714382195,437.0,67.5316703954421
coniferous,120.0,38.72205758650416,46.84739402322765,402.0,69.31125747218516
coniferous,30.0,8.031752439662311,12.702148423179604,3355.0,42.52070678550319
coniferous,40.0,12.037380342600237,16.047484864152832,2526.0,51.097817098816016
coniferous,50.0,16.159511473182068,19.5681413365149,1886.0,56.7240440799633
coniferous,60.0,20.194305955610503,23.842964153735657,1358.0,60.66231437504262
coniferous,70.0,24.056482819188098,28.6440483394124,982.0,63.30521588681452
coniferous,80.0,27.709564353051658,33.51792614999679,735.0,64.93744415591743
coniferous,90.0,31.130697695572977,38.05487260685669,580.0,66.07050743092688
coniferous,100.0,34.307105077640834,41.97184051835185,485.0,67.23208002905126
coniferous,110.0,37.23810104523756,45.10115372782161,430.0,68.77960500238227
coniferous,70.0,7.0,12.2,1770.0,20.7
coniferous,80.0,8.2,14.1,1466.0,22.8
coniferous,90.0,9.4,16.0,1218.0,24.5
coniferous,100.0,10.5,17.9,1021.0,25.8
coniferous,110.0,11.7,19.9,863.0,26.8
coniferous,120.0,12.7,21.8,735.0,27.4
coniferous,130.0,13.7,23.7,631.0,27.8
coniferous,140.0,14.7,25.5,545.0,27.9
coniferous,150.0,15.7,27.4,474.0,27.9
coniferous,160.0,16.6,29.2,415.0,27.8
coniferous,170.0,17.4,31.0,365.0,27.5
coniferous,180.0,18.3,32.7,324.0,27.2
coniferous,190.0,19.1,34.4,288.0,26.7
coniferous,200.0,19.8,36.0,258.0,26.2
coniferous,210.0,20.6,37.6,232.0,25.7
coniferous,220.0,21.3,39.1,209.0,25.2
coniferous,230.0,21.9,40.6,190.0,24.6
coniferous,240.0,22.6,42.1,173.0,24.0
coniferous,250.0,23.2,43.5,158.0,23.5
coniferous,60.0,8.0,12.8,1778.0,22.9
coniferous,70.0,9.6,15.2,1416.0,25.7
coniferous,80.0,11.2,17.6,1142.0,27.8
coniferous,90.0,12.7,20.0,932.0,29.3
coniferous,100.0,14.2,22.4,770.0,30.4
coniferous,110.0,15.6,24.9,642.0,31.2
coniferous,120.0,16.9,27.3,541.0,31.6
coniferous,130.0,18.1,29.7,460.0,31.8
coniferous,140.0,19.3,32.0,394.0,31.7
coniferous,150.0,20.4,34.3,341.0,31.5
coniferous,160.0,21.5,36.6,297.0,31.2
coniferous,170.0,22.5,38.8,260.0,30.8
coniferous,180.0,23.5,40.9,230.0,30.2
coniferous,190.0,24.4,43.0,204.0,29.7
coniferous,200.0,25.3,45.0,183.0,29.0
coniferous,210.0,26.1,46.9,164.0,28.4
coniferous,220.0,26.9,48.7,149.0,27.7
coniferous,230.0,27.6,50.5,135.0,27.1
coniferous,240.0,28.4,52.2,124.0,26.4
coniferous,250.0,29.0,53.8,113.0,25.7
coniferous,50.0,8.3,12.5,1925.0,23.6
coniferous,60.0,10.4,15.2,1485.0,27.0
coniferous,70.0,12.4,18.0,1167.0,29.5
coniferous,80.0,14.2,20.7,932.0,31.5
coniferous,90.0,16.0,23.5,755.0,32.9
coniferous,100.0,17.6,26.3,621.0,33.9
coniferous,110.0,19.2,29.2,517.0,34.5
coniferous,120.0,20.7,31.9,435.0,34.9
coniferous,130.0,22.0,34.7,371.0,35.0
coniferous,140.0,23.3,37.3,319.0,34.9
coniferous,150.0,24.5,39.9,277.0,34.6
coniferous,160.0,25.7,42.4,243.0,34.3
coniferous,170.0,26.7,44.8,214.0,33.8
coniferous,180.0,27.7,47.1,191.0,33.3
coniferous,190.0,28.7,49.3,171.0,32.7
coniferous,200.0,29.6,51.4,155.0,32.1
coniferous,210.0,30.4,53.4,141.0,31.5
coniferous,220.0,31.2,55.3,129.0,30.8
coniferous,230.0,31.9,57.1,118.0,30.2
coniferous,240.0,32.6,58.8,109.0,29.6
coniferous,250.0,33.2,60.4,101.0,29.0
coniferous,40.0,7.9,11.4,2222.0,22.8
coniferous,50.0,10.5,14.4,1655.0,27.1
coniferous,60.0,12.9,17.5,1264.0,30.3
coniferous,70.0,15.1,20.5,987.0,32.7
coniferous,80.0,17.2,23.6,786.0,34.5
coniferous,90.0,19.2,26.8,638.0,35.9
coniferous,100.0,21.0,29.9,526.0,36.8
coniferous,110.0,22.6,32.9,440.0,37.5
coniferous,120.0,24.1,35.9,373.0,37.8
coniferous,130.0,25.6,38.8,321.0,37.9
coniferous,140.0,26.9,41.6,279.0,37.9
coniferous,150.0,28.1,44.3,245.0,37.7
coniferous,160.0,29.2,46.8,217.0,37.4
coniferous,170.0,30.3,49.2,195.0,37.0
coniferous,180.0,31.2,51.5,176.0,36.6
coniferous,190.0,32.1,53.6,160.0,36.1
coniferous,200.0,33.0,55.6,147.0,35.6
coniferous,210.0,33.7,57.5,135.0,35.1
coniferous,220.0,34.4,59.2,125.0,34.6
coniferous,230.0,35.1,60.9,117.0,34.1
coniferous,240.0,35.7,62.4,110.0,33.6
coniferous,250.0,36.3,63.9,104.0,33.2
coniferous,30.0,6.9,9.9,2698.0,20.9
coniferous,40.0,9.9,13.1,1951.0,26.2
coniferous,50.0,12.8,16.3,1439.0,30.2
coniferous,60.0,15.5,19.7,1094.0,33.2
coniferous,70.0,18.0,23.0,853.0,35.6
coniferous,80.0,20.2,26.4,682.0,37.4
coniferous,90.0,22.3,29.8,556.0,38.7
coniferous,100.0,24.1,33.1,463.0,39.7
coniferous,110.0,25.8,36.2,391.0,40.3
coniferous,120.0,27.4,39.3,336.0,40.7
coniferous,130.0,28.8,42.2,293.0,40.9
coniferous,140.0,30.1,44.9,258.0,41.0
coniferous,150.0,31.2,47.5,230.0,40.9
coniferous,160.0,32.3,49.9,208.0,40.7
coniferous,170.0,33.3,52.2,189.0,40.4
coniferous,180.0,34.1,54.2,174.0,40.1
coniferous,190.0,34.9,56.2,161.0,39.8
coniferous,200.0,35.7,58.0,150.0,39.5
coniferous,210.0,36.3,59.6,140.0,39.1
coniferous,220.0,36.9,61.1,132.0,38.8
coniferous,230.0,37.5,62.5,125.0,38.5
coniferous,240.0,38.0,63.8,119.0,38.1
coniferous,250.0,38.4,64.9,114.0,37.8
coniferous,30.0,8.4,11.1,2455.0,23.8
coniferous,40.0,12.0,14.7,1726.0,29.3
coniferous,50.0,15.3,18.3,1265.0,33.1
coniferous,60.0,18.2,21.9,961.0,36.1
coniferous,70.0,20.8,25.5,753.0,38.4
coniferous,80.0,23.2,29.1,606.0,40.2
coniferous,90.0,25.3,32.5,500.0,41.6
coniferous,100.0,27.2,35.9,421.0,42.6
coniferous,110.0,28.8,39.1,361.0,43.3
coniferous,120.0,30.3,42.1,315.0,43.7
coniferous,130.0,31.7,44.8,279.0,44.0
coniferous,140.0,32.9,47.4,250.0,44.1
coniferous,150.0,33.9,49.8,227.0,44.2
coniferous,160.0,34.9,52.0,208.0,44.1
coniferous,170.0,35.8,53.9,193.0,44.0
coniferous,180.0,36.5,55.7,180.0,43.8
coniferous,190.0,37.2,57.4,169.0,43.7
coniferous,200.0,37.8,58.9,160.0,43.5
coniferous,210.0,38.4,60.2,152.0,43.3
coniferous,220.0,38.8,61.4,146.0,43.1
coniferous,230.0,39.3,62.5,140.0,42.9
coniferous,240.0,39.7,63.5,135.0,42.8
coniferous,250.0,40.0,64.4,131.0,42.6
coniferous,30.0,10.2,12.5,2209.0,27.0
coniferous,40.0,14.2,16.3,1540.0,32.2
coniferous,50.0,17.8,20.2,1126.0,36.0
coniferous,60.0,20.9,24.0,858.0,39.0
coniferous,70.0,23.7,27.9,678.0,41.3
coniferous,80.0,26.1,31.6,551.0,43.1
coniferous,90.0,28.2,35.1,460.0,44.5
coniferous,100.0,30.0,38.4,393.0,45.6
coniferous,110.0,31.6,41.5,343.0,46.3
coniferous,120.0,33.0,44.3,304.0,46.8
coniferous,130.0,34.3,46.9,274.0,47.2
coniferous,140.0,35.4,49.2,250.0,47.4
coniferous,150.0,36.3,51.3,230.0,47.5
coniferous,160.0,37.2,53.1,215.0,47.6
coniferous,170.0,37.9,54.8,202.0,47.6
coniferous,180.0,38.5,56.3,191.0,47.6
coniferous,190.0,39.1,57.6,182.0,47.5
coniferous,200.0,39.6,58.8,175.0,47.5
coniferous,210.0,40.0,59.8,169.0,47.4
coniferous,20.0,7.0,9.5,3094.0,22.0
coniferous,30.0,12.1,13.8,2002.0,30.1
coniferous,40.0,16.5,18.0,1387.0,35.1
coniferous,50.0,20.3,22.1,1016.0,39.0
coniferous,60.0,23.6,26.2,779.0,42.0
coniferous,70.0,26.4,30.1,622.0,44.4
coniferous,80.0,28.8,33.9,512.0,46.2
coniferous,90.0,30.9,37.4,434.0,47.6
coniferous,100.0,32.7,40.6,377.0,48.7
coniferous,110.0,34.2,43.5,334.0,49.5
coniferous,120.0,35.5,46.0,301.0,50.1
coniferous,130.0,36.6,48.3,275.0,50.5
coniferous,140.0,37.6,50.4,255.0,50.8
coniferous,150.0,38.4,52.2,239.0,51.0
coniferous,160.0,39.1,53.7,225.0,51.1
coniferous,170.0,39.7,55.1,215.0,51.2
coniferous,20.0,8.5,10.6,2858.0,25.4
coniferous,30.0,14.1,15.2,1828.0,33.2
coniferous,40.0,18.8,19.6,1263.0,38.2
coniferous,50.0,22.8,24.0,929.0,42.1
coniferous,60.0,26.2,28.3,719.0,45.2
coniferous,70.0,29.0,32.3,580.0,47.6
coniferous,80.0,31.4,36.1,485.0,49.5
